"Comunidad","Periodo","Residuo","Total","Poblacion","Porcentaje_por_poblacion","PIB_PC"
"Aragón",2017,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1295,1308750,0.1,27088
"Aragón",2017,"Residuos metálicos",220,1308750,0.02,27088
"Aragón",2017,"TOTAL RESIDUOS MEZCLADOS",473414,1308750,36.17,27088
"Aragón",2017,"Envases mixtos y embalajes mezclados",16236,1308750,1.24,27088
"Aragón",2017,"TOTAL RESIDUOS",579739,1308750,44.3,27088
"Aragón",2017,"Lodos comunes (secos)",0,1308750,0,27088
"Aragón",2017,"Residuos de plásticos",0,1308750,0,27088
"Aragón",2017,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",106325,1308750,8.12,27088
"Aragón",2017,"Residuos minerales (incluye residuos de construcción y demolición)",36838,1308750,2.81,27088
"Aragón",2017,"Otros",3,1308750,0,27088
"Aragón",2017,"Residuos textiles",581,1308750,0.04,27088
"Aragón",2017,"Residuos de Madera",4645,1308750,0.35,27088
"Aragón",2017,"Residuos de pilas y acumuladores",46,1308750,0,27088
"Aragón",2017,"Residuos animales y vegetales",1539,1308750,0.12,27088
"Aragón",2018,"Residuos de vidrio",18939,1308728,1.45,28021
"Aragón",2018,"Residuos domésticos voluminosos mezclados (enseres domésticos)",24205,1308728,1.85,28021
"Aragón",2018,"Residuos de papel y cartón",28910,1308728,2.21,28021
"Aragón",2018,"Residuos metálicos",324,1308728,0.02,28021
"Aragón",2018,"Residuos animales y vegetales",8503,1308728,0.65,28021
"Aragón",2018,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1226,1308728,0.09,28021
"Aragón",2018,"Residuos domésticos y similares (domésticos y vías públicas)",475448,1308728,36.33,28021
"Aragón",2018,"TOTAL RESIDUOS MEZCLADOS",499653,1308728,38.18,28021
"Aragón",2018,"Envases mixtos y embalajes mezclados",19142,1308728,1.46,28021
"Aragón",2018,"Residuos de plásticos",251,1308728,0.02,28021
"Aragón",2018,"Residuos textiles",571,1308728,0.04,28021
"Aragón",2018,"Residuos minerales (incluye residuos de construcción y demolición)",69649,1308728,5.32,28021
"Aragón",2018,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",150805,1308728,11.52,28021
"Aragón",2018,"Residuos de pilas y acumuladores",12,1308728,0,28021
"Aragón",2018,"Residuos de Madera",3276,1308728,0.25,28021
"Aragón",2018,"Otros",2,1308728,0,28021
"Aragón",2018,"TOTAL RESIDUOS",650458,1308728,49.7,28021
"Aragón",2018,"Lodos comunes (secos)",0,1308728,0,28021
"Aragón",2019,"Residuos metálicos",372,1319291,0.03,28732
"Aragón",2019,"Residuos de pilas y acumuladores",19,1319291,0,28732
"Aragón",2019,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1768,1319291,0.13,28732
"Aragón",2019,"Residuos de plásticos",14,1319291,0,28732
"Aragón",2019,"Residuos textiles",698,1319291,0.05,28732
"Aragón",2019,"Residuos domésticos voluminosos mezclados (enseres domésticos)",26284,1319291,1.99,28732
"Aragón",2019,"Residuos domésticos y similares (domésticos y vías públicas)",464876,1319291,35.24,28732
"Aragón",2019,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",160302,1319291,12.15,28732
"Aragón",2019,"Residuos de vidrio",20549,1319291,1.56,28732
"Aragón",2019,"Residuos de papel y cartón",28507,1319291,2.16,28732
"Aragón",2019,"Residuos minerales (incluye residuos de construcción y demolición)",76159,1319291,5.77,28732
"Aragón",2019,"Otros",2,1319291,0,28732
"Aragón",2019,"Residuos animales y vegetales",7495,1319291,0.57,28732
"Aragón",2019,"Residuos de Madera",2815,1319291,0.21,28732
"Aragón",2019,"TOTAL RESIDUOS MEZCLADOS",491160,1319291,37.23,28732
"Aragón",2019,"Envases mixtos y embalajes mezclados",21904,1319291,1.66,28732
"Aragón",2019,"TOTAL RESIDUOS",651462,1319291,49.38,28732
"Aragón",2019,"Lodos comunes (secos)",0,1319291,0,28732
"Aragón",2020,"Residuos textiles",42,1329391,0,26677
"Aragón",2020,"Residuos animales y vegetales",7282,1329391,0.55,26677
"Aragón",2020,"Residuos de pilas y acumuladores",14,1329391,0,26677
"Aragón",2020,"Lodos comunes (secos)",0,1329391,0,26677
"Aragón",2020,"TOTAL RESIDUOS",599598,1329391,45.1,26677
"Aragón",2020,"Otros",1,1329391,0,26677
"Aragón",2020,"Envases mixtos y embalajes mezclados",21309,1329391,1.6,26677
"Aragón",2020,"TOTAL RESIDUOS MEZCLADOS",457751,1329391,34.43,26677
"Aragón",2020,"Residuos domésticos voluminosos mezclados (enseres domésticos)",6954,1329391,0.52,26677
"Aragón",2020,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",141847,1329391,10.67,26677
"Aragón",2020,"Residuos de papel y cartón",48255,1329391,3.63,26677
"Aragón",2020,"Residuos metálicos",378,1329391,0.03,26677
"Aragón",2020,"Residuos de plásticos",22,1329391,0,26677
"Aragón",2020,"Residuos de Madera",2325,1329391,0.17,26677
"Aragón",2020,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1990,1329391,0.15,26677
"Aragón",2020,"Residuos domésticos y similares (domésticos y vías públicas)",450797,1329391,33.91,26677
"Aragón",2020,"Residuos de vidrio",20816,1329391,1.57,26677
"Aragón",2020,"Residuos minerales (incluye residuos de construcción y demolición)",39413,1329391,2.96,26677
"Aragón",2021,"Residuos textiles",74,1326261,0.01,28664
"Aragón",2021,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",137788,1326261,10.39,28664
"Aragón",2021,"Residuos domésticos voluminosos mezclados (enseres domésticos)",7613,1326261,0.57,28664
"Aragón",2021,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1667,1326261,0.13,28664
"Aragón",2021,"Residuos de Madera",3246,1326261,0.24,28664
"Aragón",2021,"TOTAL RESIDUOS MEZCLADOS",462285,1326261,34.86,28664
"Aragón",2021,"Envases mixtos y embalajes mezclados",24080,1326261,1.82,28664
"Aragón",2021,"Lodos comunes (secos)",0,1326261,0,28664
"Aragón",2021,"Residuos de plásticos",25,1326261,0,28664
"Aragón",2021,"Residuos de vidrio",20491,1326261,1.55,28664
"Aragón",2021,"Residuos de papel y cartón",29288,1326261,2.21,28664
"Aragón",2021,"Residuos metálicos",559,1326261,0.04,28664
"Aragón",2021,"Residuos animales y vegetales",13940,1326261,1.05,28664
"Aragón",2021,"Residuos minerales (incluye residuos de construcción y demolición)",44373,1326261,3.35,28664
"Aragón",2021,"TOTAL RESIDUOS",600073,1326261,45.25,28664
"Aragón",2021,"Residuos de pilas y acumuladores",40,1326261,0,28664
"Aragón",2021,"Residuos domésticos y similares (domésticos y vías públicas)",454672,1326261,34.28,28664
"Aragón",2021,"Otros",5,1326261,0,28664
"Canarias",2010,"Residuos de vidrio",27221,2118519,1.28,19878
"Canarias",2010,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1826,2118519,0.09,19878
"Canarias",2010,"Residuos domésticos y similares (domésticos y vías públicas)",1220612,2118519,57.62,19878
"Canarias",2010,"Residuos de plásticos",7952,2118519,0.38,19878
"Canarias",2010,"Residuos domésticos voluminosos mezclados (enseres domésticos)",30371,2118519,1.43,19878
"Canarias",2010,"Envases mixtos y embalajes mezclados",19801,2118519,0.93,19878
"Canarias",2010,"Residuos de Madera",2601,2118519,0.12,19878
"Canarias",2010,"Residuos de papel y cartón",69027,2118519,3.26,19878
"Canarias",2010,"TOTAL RESIDUOS MEZCLADOS",1250983,2118519,59.05,19878
"Canarias",2010,"Residuos metálicos",1953,2118519,0.09,19878
"Canarias",2010,"Otros",11662,2118519,0.55,19878
"Canarias",2010,"TOTAL RESIDUOS",1439982,2118519,67.97,19878
"Canarias",2010,"Residuos animales y vegetales",13089,2118519,0.62,19878
"Canarias",2010,"Residuos minerales (incluye residuos de construcción y demolición)",25407,2118519,1.2,19878
"Canarias",2010,"Residuos textiles",141,2118519,0.01,19878
"Canarias",2010,"Lodos comunes (secos)",8258,2118519,0.39,19878
"Canarias",2010,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",188999,2118519,8.92,19878
"Canarias",2010,"Residuos de pilas y acumuladores",61,2118519,0,19878
"Canarias",2011,"Residuos de Madera",4734,2126769,0.22,19574
"Canarias",2011,"Residuos de plásticos",6878,2126769,0.32,19574
"Canarias",2011,"TOTAL RESIDUOS",1388895,2126769,65.31,19574
"Canarias",2011,"Residuos de papel y cartón",34043,2126769,1.6,19574
"Canarias",2011,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1908,2126769,0.09,19574
"Canarias",2011,"Residuos de vidrio",29040,2126769,1.37,19574
"Canarias",2011,"Residuos domésticos y similares (domésticos y vías públicas)",1151544,2126769,54.15,19574
"Canarias",2011,"TOTAL RESIDUOS MEZCLADOS",1181424,2126769,55.55,19574
"Canarias",2011,"Residuos domésticos voluminosos mezclados (enseres domésticos)",29880,2126769,1.4,19574
"Canarias",2011,"Envases mixtos y embalajes mezclados",14770,2126769,0.69,19574
"Canarias",2011,"Lodos comunes (secos)",7073,2126769,0.33,19574
"Canarias",2011,"Residuos animales y vegetales",78136,2126769,3.67,19574
"Canarias",2011,"Residuos minerales (incluye residuos de construcción y demolición)",24592,2126769,1.16,19574
"Canarias",2011,"Otros",4367,2126769,0.21,19574
"Canarias",2011,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",207471,2126769,9.76,19574
"Canarias",2011,"Residuos de pilas y acumuladores",28,2126769,0,19574
"Canarias",2011,"Residuos textiles",373,2126769,0.02,19574
"Canarias",2011,"Residuos metálicos",1529,2126769,0.07,19574
"Canarias",2012,"Residuos domésticos y similares (domésticos y vías públicas)",1134763,2118344,53.57,18732
"Canarias",2012,"Residuos domésticos voluminosos mezclados (enseres domésticos)",27410,2118344,1.29,18732
"Canarias",2012,"Residuos de plásticos",6497,2118344,0.31,18732
"Canarias",2012,"Residuos metálicos",1012,2118344,0.05,18732
"Canarias",2012,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1935,2118344,0.09,18732
"Canarias",2012,"Envases mixtos y embalajes mezclados",15333,2118344,0.72,18732
"Canarias",2012,"Residuos de Madera",3484,2118344,0.16,18732
"Canarias",2012,"Residuos de papel y cartón",33507,2118344,1.58,18732
"Canarias",2012,"Otros",3912,2118344,0.18,18732
"Canarias",2012,"TOTAL RESIDUOS",1310231,2118344,61.85,18732
"Canarias",2012,"TOTAL RESIDUOS MEZCLADOS",1162173,2118344,54.86,18732
"Canarias",2012,"Residuos minerales (incluye residuos de construcción y demolición)",20521,2118344,0.97,18732
"Canarias",2012,"Residuos textiles",401,2118344,0.02,18732
"Canarias",2012,"Residuos de vidrio",29126,2118344,1.37,18732
"Canarias",2012,"Residuos animales y vegetales",26477,2118344,1.25,18732
"Canarias",2012,"Residuos de pilas y acumuladores",55,2118344,0,18732
"Canarias",2012,"Lodos comunes (secos)",5798,2118344,0.27,18732
"Canarias",2012,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",148058,2118344,6.99,18732
"Canarias",2013,"Residuos de vidrio",29363,2118679,1.39,18532
"Canarias",2013,"Residuos domésticos voluminosos mezclados (enseres domésticos)",19188,2118679,0.91,18532
"Canarias",2013,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",819,2118679,0.04,18532
"Canarias",2013,"Residuos de papel y cartón",30624,2118679,1.45,18532
"Canarias",2013,"Residuos metálicos",253,2118679,0.01,18532
"Canarias",2013,"TOTAL RESIDUOS MEZCLADOS",1072168,2118679,50.61,18532
"Canarias",2013,"Residuos de Madera",718,2118679,0.03,18532
"Canarias",2013,"Residuos domésticos y similares (domésticos y vías públicas)",1052980,2118679,49.7,18532
"Canarias",2013,"TOTAL RESIDUOS",1204821,2118679,56.87,18532
"Canarias",2013,"Residuos animales y vegetales",41310,2118679,1.95,18532
"Canarias",2013,"Residuos minerales (incluye residuos de construcción y demolición)",8872,2118679,0.42,18532
"Canarias",2013,"Otros",4782,2118679,0.23,18532
"Canarias",2013,"Residuos de plásticos",1,2118679,0,18532
"Canarias",2013,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",132653,2118679,6.26,18532
"Canarias",2013,"Envases mixtos y embalajes mezclados",15880,2118679,0.75,18532
"Canarias",2013,"Residuos de pilas y acumuladores",21,2118679,0,18532
"Canarias",2013,"Lodos comunes (secos)",0,2118679,0,18532
"Canarias",2013,"Residuos textiles",10,2118679,0,18532
"Canarias",2014,"Residuos textiles",460,2104815,0.02,18559
"Canarias",2014,"Residuos de plásticos",31,2104815,0,18559
"Canarias",2014,"Residuos de vidrio",31163,2104815,1.48,18559
"Canarias",2014,"Residuos de papel y cartón",30659,2104815,1.46,18559
"Canarias",2014,"Residuos domésticos y similares (domésticos y vías públicas)",1090966,2104815,51.83,18559
"Canarias",2014,"Residuos domésticos voluminosos mezclados (enseres domésticos)",36599,2104815,1.74,18559
"Canarias",2014,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",2308,2104815,0.11,18559
"Canarias",2014,"Residuos minerales (incluye residuos de construcción y demolición)",9568,2104815,0.45,18559
"Canarias",2014,"Residuos de Madera",681,2104815,0.03,18559
"Canarias",2014,"Residuos metálicos",520,2104815,0.02,18559
"Canarias",2014,"TOTAL RESIDUOS MEZCLADOS",1127565,2104815,53.57,18559
"Canarias",2014,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",132153,2104815,6.28,18559
"Canarias",2014,"Otros",1063,2104815,0.05,18559
"Canarias",2014,"Residuos de pilas y acumuladores",676,2104815,0.03,18559
"Canarias",2014,"Residuos animales y vegetales",38799,2104815,1.84,18559
"Canarias",2014,"Envases mixtos y embalajes mezclados",16225,2104815,0.77,18559
"Canarias",2014,"TOTAL RESIDUOS",1259718,2104815,59.85,18559
"Canarias",2014,"Lodos comunes (secos)",0,2104815,0,18559
"Canarias",2015,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",2779,2100306,0.13,19079
"Canarias",2015,"Residuos de plásticos",31,2100306,0,19079
"Canarias",2015,"Residuos de vidrio",33225,2100306,1.58,19079
"Canarias",2015,"Residuos de papel y cartón",31543,2100306,1.5,19079
"Canarias",2015,"Residuos textiles",474,2100306,0.02,19079
"Canarias",2015,"Residuos domésticos voluminosos mezclados (enseres domésticos)",36822,2100306,1.75,19079
"Canarias",2015,"Residuos metálicos",515,2100306,0.02,19079
"Canarias",2015,"Lodos comunes (secos)",0,2100306,0,19079
"Canarias",2015,"Residuos domésticos y similares (domésticos y vías públicas)",1108156,2100306,52.76,19079
"Canarias",2015,"Residuos de Madera",675,2100306,0.03,19079
"Canarias",2015,"TOTAL RESIDUOS",1264095,2100306,60.19,19079
"Canarias",2015,"TOTAL RESIDUOS MEZCLADOS",1144978,2100306,54.51,19079
"Canarias",2015,"Residuos animales y vegetales",21541,2100306,1.03,19079
"Canarias",2015,"Residuos de pilas y acumuladores",814,2100306,0.04,19079
"Canarias",2015,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",119117,2100306,5.67,19079
"Canarias",2015,"Otros",1053,2100306,0.05,19079
"Canarias",2015,"Residuos minerales (incluye residuos de construcción y demolición)",9477,2100306,0.45,19079
"Canarias",2015,"Envases mixtos y embalajes mezclados",16990,2100306,0.81,19079
"Canarias",2016,"Residuos de vidrio",35939,2101924,1.71,19609
"Canarias",2016,"Residuos de plásticos",4549,2101924,0.22,19609
"Canarias",2016,"Residuos minerales (incluye residuos de construcción y demolición)",24239,2101924,1.15,19609
"Canarias",2016,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",5182,2101924,0.25,19609
"Canarias",2016,"Residuos textiles",1078,2101924,0.05,19609
"Canarias",2016,"Residuos domésticos voluminosos mezclados (enseres domésticos)",23555,2101924,1.12,19609
"Canarias",2016,"Otros",3597,2101924,0.17,19609
"Canarias",2016,"Residuos de papel y cartón",33094,2101924,1.57,19609
"Canarias",2016,"Residuos domésticos y similares (domésticos y vías públicas)",1073045,2101924,51.05,19609
"Canarias",2016,"Residuos de Madera",774,2101924,0.04,19609
"Canarias",2016,"Residuos metálicos",1096,2101924,0.05,19609
"Canarias",2016,"Residuos animales y vegetales",19956,2101924,0.95,19609
"Canarias",2016,"Envases mixtos y embalajes mezclados",18950,2101924,0.9,19609
"Canarias",2016,"Lodos comunes (secos)",0,2101924,0,19609
"Canarias",2016,"Residuos de pilas y acumuladores",48,2101924,0,19609
"Canarias",2016,"TOTAL RESIDUOS MEZCLADOS",1096600,2101924,52.17,19609
"Canarias",2016,"TOTAL RESIDUOS",1245102,2101924,59.24,19609
"Canarias",2016,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",148502,2101924,7.07,19609
"Canarias",2017,"TOTAL RESIDUOS",1295469,2108121,61.45,20438
"Canarias",2017,"Residuos de papel y cartón",31954,2108121,1.52,20438
"Canarias",2017,"Residuos textiles",1045,2108121,0.05,20438
"Canarias",2017,"Residuos de plásticos",76,2108121,0,20438
"Canarias",2017,"Residuos de vidrio",38888,2108121,1.84,20438
"Canarias",2017,"Residuos minerales (incluye residuos de construcción y demolición)",28244,2108121,1.34,20438
"Canarias",2017,"Residuos domésticos y similares (domésticos y vías públicas)",1123413,2108121,53.29,20438
"Canarias",2017,"Residuos domésticos voluminosos mezclados (enseres domésticos)",22064,2108121,1.05,20438
"Canarias",2017,"Envases mixtos y embalajes mezclados",20067,2108121,0.95,20438
"Canarias",2017,"Residuos de Madera",1606,2108121,0.08,20438
"Canarias",2017,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4541,2108121,0.22,20438
"Canarias",2017,"Residuos animales y vegetales",21812,2108121,1.03,20438
"Canarias",2017,"TOTAL RESIDUOS MEZCLADOS",1145477,2108121,54.34,20438
"Canarias",2017,"Otros",216,2108121,0.01,20438
"Canarias",2017,"Residuos metálicos",1334,2108121,0.06,20438
"Canarias",2017,"Residuos de pilas y acumuladores",209,2108121,0.01,20438
"Canarias",2017,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",149992,2108121,7.11,20438
"Canarias",2017,"Lodos comunes (secos)",0,2108121,0,20438
"Canarias",2018,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",177033,2127685,8.32,20943
"Canarias",2018,"Residuos textiles",142,2127685,0.01,20943
"Canarias",2018,"Residuos de plásticos",5,2127685,0,20943
"Canarias",2018,"TOTAL RESIDUOS",1331187,2127685,62.57,20943
